Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-INVE,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-18T03:46:16.173809Z,91,2025-11-21T05:26:11.459099Z,99,2025-11-21T15:00:00Z,573.8,34428,CORRECT,76
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-HEAL,What will Eric Swalwell say during Jimmy Kimmel Live!?,no,0,2025-11-21T05:24:13.583552Z,90,,,2025-11-21T15:00:00Z,,,WRONG,94
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-GOVE,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-19T01:34:46.937385Z,91,2025-11-21T05:25:51.936204Z,91,2025-11-21T15:00:00Z,574.1,34448,CORRECT,137
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-FRAU,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-21T05:29:26.006334Z,90,2025-11-21T05:35:22.901174Z,98,2025-11-21T15:00:00Z,564.6,33877,CORRECT,49
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-EPST,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-18T02:01:27.280399Z,91,2025-11-21T05:23:37.509964Z,91,2025-11-21T15:00:00Z,576.4,34582,CORRECT,118
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-DEMO,What will Eric Swalwell say during Jimmy Kimmel Live!?,no,0,2025-11-21T04:57:52.633258Z,91,,,2025-11-21T15:00:00Z,,,WRONG,74
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-CORR,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-18T00:17:07.150368Z,91,2025-11-21T05:30:56.305688Z,90,2025-11-21T15:00:00Z,569.0,34143,CORRECT,55
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-SHUT,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-02T20:39:41.508625Z,95,2025-10-04T03:42:31.560635Z,92,2025-10-04T14:00:00Z,617.5,37048,CORRECT,69
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-WEST,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,no,0,2025-10-03T22:15:24.797552Z,99,,,2025-10-04T14:00:00Z,,,WRONG,86
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-TRUM,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-02T18:17:30.285812Z,90,2025-10-04T03:42:44.727354Z,91,2025-10-04T14:00:00Z,617.2,37035,CORRECT,119
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-SOMB,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,no,0,2025-10-03T03:36:32.373742Z,99,,,2025-10-04T14:00:00Z,,,WRONG,449
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-MOVI,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-04T03:56:13.847722Z,96,2025-10-04T03:56:13.847722Z,96,2025-10-04T14:00:00Z,603.8,36226,CORRECT,163
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-KNIC,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-04T04:28:45.111058Z,90,2025-10-04T04:28:45.111058Z,90,2025-10-04T14:00:00Z,571.2,34274,CORRECT,194
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-HAPP,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-04T03:43:14.063535Z,98,2025-10-04T03:45:45.590057Z,99,2025-10-04T14:00:00Z,614.2,36854,CORRECT,85
