sub_category,series_ticker,time_bucket,price_bucket,total_markets,wins,losses,accuracy,avg_profit,total_profit,profitable_yes_no,sample_tickers
Mentions > Mentions,KXLEAVITTMENTIONDURATION,1-3h,90-92¢,8,4,4,50.0,-40.5,-324.0,no,KXLEAVITTMENTIONDURATION-JAN0826-64|KXLEAVITTMENTIONDURATION-JAN0826-44|KXLEAVITTMENTIONDURATION-JAN0826-39|KXLEAVITTMENTIONDURATION-JAN0826-29|KXLEAVITTMENTIONDURATION-DEC0225-39
Mentions > Mentions,KXCOLBERTMENTION,6-12h,90-92¢,19,14,5,73.7,-17.05,-324.0,no,KXCOLBERTMENTION-26JAN21-REPU|KXCOLBERTMENTION-26JAN21-ELON|KXCOLBERTMENTION-26JAN21-CORR|KXCOLBERTMENTION-26JAN21-AI|KXCOLBERTMENTION-26JAN13-TRUM
Mentions > Mentions,KXNBAMENTION,1-3h,90-92¢,7,3,4,42.9,-47.29,-331.0,no,KXNBAMENTION-26FEB09OKCLAL-OVER|KXNBAMENTION-26FEB11SASLAL-OVER|KXNBAMENTION-26FEB10LACHOU-TECH|KXNBAMENTION-26FEB08NYKBOS-TECH|KXNBAMENTION-26FEB08LACMIN-TECH
Climate and Weather > Precipitation,KXRAINNYC,12-24h,90-92¢,7,3,4,42.9,-47.43,-332.0,no,KXRAINNYC-26JAN15-T0|KXRAINNYC-25DEC09-T0|KXRAINNYC-25NOV01-T0|KXRAINNYC-25OCT23-T0|KXRAINNYC-25SEP24-T0
Economics > Inflation,KXCPICOREYOY,24h+,90-92¢,18,13,5,72.2,-18.67,-336.0,no,KXCPICOREYOY-25DEC-T2.5|KXCPICOREYOY-25NOV-T2.7|KXCPICOREYOY-25NOV-T2.8|KXCPICOREYOY-25OCT-T2.9|KXCPICOREYOY-25SEP-T2.9
Sports > Soccer > Bundesliga,KXBUNDESLIGATOTAL,1-3h,93-95¢,10,6,4,60.0,-34.0,-340.0,no,KXBUNDESLIGATOTAL-26FEB08BMUTSG-4|KXBUNDESLIGATOTAL-26FEB07BMGLEV-1|KXBUNDESLIGATOTAL-26JAN27STPRBL-1|KXBUNDESLIGATOTAL-26FEB01BVBFCH-2|KXBUNDESLIGATOTAL-26JAN30KOEWOB-1
Sports > Esports > Valorant,KXVALORANTMAP,0-1h,96-98¢,21,17,4,81.0,-16.24,-341.0,no,KXVALORANTMAP-26FEB09BLGEDG-3-EDG|KXVALORANTMAP-26FEB09BLGEDG-2-EDG|KXVALORANTMAP-26FEB09BLGEDG-1-BLG|KXVALORANTMAP-26FEB07LEVC9-2-LEV|KXVALORANTMAP-26FEB07EG100T-2-100T
Mentions > Mentions,KXSURVIVORMENTION,6-12h,90-92¢,6,2,4,33.3,-57.17,-343.0,no,KXSURVIVORMENTION-25DEC18-TRUS|KXSURVIVORMENTION-25DEC18-KEY|KXSURVIVORMENTION-25DEC04-STRE|KXSURVIVORMENTION-25DEC04-PUZZ|KXSURVIVORMENTION-25DEC04-PRES
Mentions > Mentions,KXHOCHULMENTION,12-24h,90-92¢,16,11,5,68.8,-21.5,-344.0,no,KXHOCHULMENTION-26FEB06-ICE|KXHOCHULMENTION-26JAN21-UPST|KXHOCHULMENTION-26JAN21-TRUM|KXHOCHULMENTION-26JAN21-TAX|KXHOCHULMENTION-26JAN21-SUBW
Sports > Tennis > French Open Women's Singles,KXFOWOMEN,1-3h,90-92¢,17,12,5,70.6,-20.41,-347.0,no,KXFOWOMEN-25BOIGAU-GAU|KXFOWOMEN-25RYBSWI-RYB|KXFOWOMEN-25SAMZHE-ZHE|KXFOWOMEN-25JACBOI-BOI|KXFOWOMEN-25RYBOST-RYB
Sports > Soccer > Belgian Pro League,KXBELGIANPLGAME,0-1h,90-92¢,47,39,8,83.0,-7.4,-348.0,no,KXBELGIANPLGAME-26FEB08YRMRAFC-YRM|KXBELGIANPLGAME-26FEB08GENRSC-GEN|KXBELGIANPLGAME-26FEB08USGRAAL-USG|KXBELGIANPLGAME-26FEB07KAAOHL-OHL|KXBELGIANPLGAME-26FEB07ZULDEN-ZUL
Sports > Tennis > ATP,KXATPSETWINNER,0-1h,90-92¢,26,20,6,76.9,-13.42,-349.0,no,KXATPSETWINNER-26FEB01ALCDJO-3-ALC|KXATPSETWINNER-26FEB01ALCDJO-1-DJO|KXATPSETWINNER-26JAN29DJOSIN-1-SIN|KXATPSETWINNER-26JAN29ALCZVE-2-ZVE|KXATPSETWINNER-26JAN27SHESIN-1-SIN
Sports > Football > NFL,KXNFLPREPACKSGP,1-3h,93-95¢,8,4,4,50.0,-43.75,-350.0,no,KXNFLPREPACKSGP-26JAN04NYJBUF-BUFU39|KXNFLPREPACKSGP-26JAN04NYJBUF-BUFO39|KXNFLPREPACKSGP-26JAN04ARILA-ARIU44|KXNFLPREPACKSGP-26JAN04KCLV-LVO35|KXNFLPREPACKSGP-26JAN04DETCHI-DETU50
Sports > Hockey > SHL,KXSHLGAME,0-1h,96-98¢,17,13,4,76.5,-20.76,-353.0,no,KXSHLGAME-26FEB07FARBRY-BRY|KXSHLGAME-26FEB07VAXROG-VAX|KXSHLGAME-26FEB07FROLUL-LUL|KXSHLGAME-26FEB07HCOSKE-SKE|KXSHLGAME-26FEB05LEKBRY-BRY
Entertainment > Other,KXTOPSONG,24h+,90-92¢,15,10,5,66.7,-23.6,-354.0,no,KXTOPSONG-26FEB14-MAN|KXTOPSONG-26FEB07-APE|KXTOPSONG-26JAN31-JUS|KXTOPSONG-26JAN24-IJU|KXTOPSONG-26JAN17-MAN
Sports > Basketball > NBA,KXNBA3D,1-3h,90-92¢,5,1,4,20.0,-71.0,-355.0,no,KXNBA3D-26FEB10SASLAL-SASVWEMBANYAMA1|KXNBA3D-26FEB09OKCLAL-LALLJAMES23|KXNBA3D-26FEB09CLEDEN-DENNJOKIC15|KXNBA3D-26FEB02NOPCHA-NOPDQUEEN22|KXNBA3D-26JAN26LALCHI-LALLJAMES23
Sports > Other Sports,KXJBLEAGUEGAME,0-1h,90-92¢,26,20,6,76.9,-13.73,-357.0,no,KXJBLEAGUEGAME-26FEB07SEMLEV2-SEM|KXJBLEAGUEGAME-26FEB07SEMLEV2-LEV|KXJBLEAGUEGAME-26FEB08FENIBA-IBA|KXJBLEAGUEGAME-26FEB08SENALP-SEN|KXJBLEAGUEGAME-26FEB08SAGTOY-SAG
Entertainment > Other,KXTOPALBUM,24h+,93-95¢,7,3,4,42.9,-51.14,-358.0,no,KXTOPALBUM-26FEB14-OCT|KXTOPALBUM-26FEB07-DON|KXTOPALBUM-26JAN31-DON|KXTOPALBUM-26JAN17-THE|KXTOPALBUM-26JAN10-THE
Mentions > Mentions,KXMAMDANIMENTION,12-24h,90-92¢,4,0,4,0.0,-90.0,-360.0,no,KXMAMDANIMENTION-26FEB28-TRAS|KXMAMDANIMENTION-26FEB28-BUDG|KXMAMDANIMENTION-26FEB25-ECON|KXMAMDANIMENTION-26FEB22-AFFO
Sports > MMA > UFC,KXUFCMOF,0-1h,93-95¢,6,2,4,33.3,-60.0,-360.0,no,KXUFCMOF-26JAN31SALMUL-SUB|KXUFCMOF-26JAN31SALMUL-KOTKODQ|KXUFCMOF-26JAN31TUITEI-KOTKODQ|KXUFCMOF-26JAN31HOOSAI-SUB|KXUFCMOF-26JAN31VOLLOP-KOTKODQ
Sports > Hockey > NHL,KXNHLSPREAD,1-3h,90-92¢,15,10,5,66.7,-24.13,-362.0,no,KXNHLSPREAD-26FEB05LAVGK-VGK1|KXNHLSPREAD-26FEB05FLATB-TB2|KXNHLSPREAD-26FEB05FLATB-TB1|KXNHLSPREAD-26FEB03SEAANA-ANA1|KXNHLSPREAD-26FEB02VANUTA-UTA1
Sports > Esports > Valorant,KXVALORANTGAME,24h+,96-98¢,12,8,4,66.7,-30.17,-362.0,no,KXVALORANTGAME-26FEB04JDGTEC-JDG|KXVALORANTGAME-26FEB03DRGTYLOO-DRG|KXVALORANTGAME-26FEB01NRG100T-NRG|KXVALORANTGAME-26JAN23BBLFNC-FNC|KXVALORANTGAME-26JAN23SENEG-SEN
Sports > Cricket > T20,KXCRICKETT20IMATCH,6-12h,93-95¢,6,2,4,33.3,-61.0,-366.0,no,KXCRICKETT20IMATCH-25DEC10SINTHA-THA|KXCRICKETT20IMATCH-25DEC08BAHBHU-BHU|KXCRICKETT20IMATCH-25DEC08BAHBHU-BAH|KXCRICKETT20IMATCH-25DEC08INDTHA-THA|KXCRICKETT20IMATCH-25DEC09INDMAL-MAL
Sports > Football > NFL,KXNFLPREPACK,0-1h,90-92¢,14,9,5,64.3,-26.43,-370.0,no,KXNFLPREPACK-2-25NOV30WASDEN-DENU43|KXNFLPREPACK-2-25NOV30CLESFINDHOUCARLA-SFCAR|KXNFLPREPACK-2-25NOV30CLESFINDHOUCARLA-HOULA|KXNFLPREPACK-2-25NOV30CLESFINDHOUCARLA-CLEIND|KXNFLPREPACK-3-25NOV30CLESFINDHOUCARLA-SFHOUCAR
Mentions > Mentions,KXMAMDANIMENTION,1-3h,90-92¢,55,46,9,83.6,-6.78,-373.0,no,KXMAMDANIMENTION-26MAR01-SNOW|KXMAMDANIMENTION-26MAR01-SAFE|KXMAMDANIMENTION-26FEB28-TRUM|KXMAMDANIMENTION-26FEB28-SNOW|KXMAMDANIMENTION-26FEB28-ICE
Sports > Football > NFL,KXNFLTEAMTOTAL,24h+,96-98¢,9,5,4,55.6,-41.44,-373.0,no,KXNFLTEAMTOTAL-26JAN25LASEA-SEA11|KXNFLTEAMTOTAL-26JAN25LASEA-LA10|KXNFLTEAMTOTAL-26JAN25NEDEN-NE26|KXNFLTEAMTOTAL-26JAN25NEDEN-NE14|KXNFLTEAMTOTAL-26JAN25NEDEN-DEN8
Sports > Basketball > NBA,KXNBA2D,1-3h,96-98¢,8,4,4,50.0,-47.25,-378.0,no,KXNBA2D-26FEB09OKCLAL-LALLJAMES23|KXNBA2D-26FEB07GSWLAL-LALAREAVES15|KXNBA2D-26FEB07CHAATL-CHALBALL1|KXNBA2D-26FEB07CHAATL-ATLNALEXANDERWALKER7|KXNBA2D-26FEB07HOUOKC-OKCCHOLMGREN7
Sports > Soccer > English Premier League,KXEPLTOTAL,0-1h,90-92¢,46,38,8,82.6,-8.24,-379.0,no,KXEPLTOTAL-26FEB11CRYBUR-3|KXEPLTOTAL-26FEB11CRYBUR-2|KXEPLTOTAL-26FEB11CRYBUR-1|KXEPLTOTAL-26FEB11MCIFUL-1|KXEPLTOTAL-26FEB11SUNLFC-1
Sports > Pickleball > Pickleball,KXPICKLEBALL,24h+,96-98¢,8,4,4,50.0,-47.5,-380.0,no,KXPICKLEBALL-MENSDOUBLES25OCT07-TARJOH|KXPICKLEBALL-WOMENSDOUBLES25OCT07-JOHROH|KXPICKLEBALL-MIXEDDOUBLES25OCT07-TODALS|KXPICKLEBALL-PPASACMENSDOUBS25-DYL|KXPICKLEBALL-PPASACWOMENSDOUBS25-TYR
Sports > Basketball > NBA,KXNBAPTS,1-3h,96-98¢,6,2,4,33.3,-63.67,-382.0,no,KXNBAPTS-26FEB11SASGSW-SASDFOX4-30|KXNBAPTS-26FEB11SASGSW-SASDFOX4-15|KXNBAPTS-26FEB11SASGSW-GSWDGREEN23-20|KXNBAPTS-26FEB11SASGSW-GSWDGREEN23-15|KXNBAPTS-26FEB11SACUTA-UTAJJACKSON8-25
Sports > Football > NFL,KXNFLANYTD,1-3h,96-98¢,5,1,4,20.0,-76.8,-384.0,no,KXNFLANYTD-26JAN25LASEA-SEAABARNER88|KXNFLANYTD-26JAN18HOUNE-NEKBOUTTE9|KXNFLANYTD-26JAN17BUFDEN-BUFJCOOK4|KXNFLANYTD-26JAN17BUFDEN-BUFDKNOX88|KXNFLANYTD-26JAN11LACNE-NETHENDERSON32
Politics > Approval Ratings,KX538APPROVEMAX,24h+,96-98¢,6,2,4,33.3,-64.0,-384.0,no,KX538APPROVEMAX-24NOV30-T42|538APPROVEMAX-24JUL31-T38|538APPROVEMAX-24JUL31-T40|538APPROVEMAX-24FEB29-T40|538APPROVEMAX-23OCT31-T41
Climate and Weather > Temperature,KXLOWTDEN,12-24h,90-92¢,13,8,5,61.5,-29.62,-385.0,no,KXLOWTDEN-26FEB09-T39|KXLOWTDEN-26FEB07-B35.5|KXLOWTDEN-26FEB05-B30.5|KXLOWTDEN-26FEB04-B23.5|KXLOWTDEN-26JAN30-B22.5
Mentions > Mentions,KXSNLMENTION,24h+,96-98¢,4,0,4,0.0,-96.25,-385.0,no,KXSNLMENTION-25OCT11-WOKE|KXSNLMENTION-25OCT11-THIR|KXSNLMENTION-25OCT11-FUN|KXSNLMENTION-25OCT04-CRAZ
Sports > Soccer > La Liga,KXLALIGASPREAD,0-1h,96-98¢,5,1,4,20.0,-77.2,-386.0,no,KXLALIGASPREAD-26JAN25ALARBB-ALA2|KXLALIGASPREAD-26JAN25ALARBB-ALA1|KXLALIGASPREAD-26JAN19ELCSEV-ELC1|KXLALIGASPREAD-26JAN18GETVCF-VCF1|KXLALIGASPREAD-26JAN18RCCRVC-RCC1
Sports > Esports > Valorant,KXVALORANTMAP,0-1h,93-95¢,19,14,5,73.7,-20.47,-389.0,no,KXVALORANTMAP-26FEB07LEVC9-2-C9|KXVALORANTMAP-26FEB07EG100T-2-EG|KXVALORANTMAP-26FEB08GEPR-2-GE|KXVALORANTMAP-26FEB08DRXFS-2-DRX|KXVALORANTMAP-26FEB06GXTL-2-GX
Financials > Forex,KXEURUSD,24h+,96-98¢,4,0,4,0.0,-97.5,-390.0,no,KXEURUSD-26FEB0910-T1.16600|KXEURUSD-26FEB0210-B1.195|KXEURUSD-26FEB0210-B1.189|KXEURUSD-26JAN2610-B1.185
Climate and Weather > Temperature,KXHIGHTSEA,6-12h,93-95¢,16,11,5,68.8,-24.56,-393.0,no,KXHIGHTSEA-26FEB09-B50.5|KXHIGHTSEA-26FEB07-B52.5|KXHIGHTSEA-26FEB06-B57.5|KXHIGHTSEA-26FEB04-B62.5|KXHIGHTSEA-26FEB03-T54
Mentions > Mentions,KXNCAABMENTION,6-12h,90-92¢,11,6,5,54.5,-35.82,-394.0,no,KXNCAABMENTION-26FEB10VANAUB-RECO|KXNCAABMENTION-26FEB09ARIZKU-TRAN|KXNCAABMENTION-26FEB09ARIZKU-SCHE|KXNCAABMENTION-26FEB09ARIZKU-ALLEN|KXNCAABMENTION-26FEB07DUKEUNC-WALK
Climate and Weather > Other Weather,KXHURCAT,24h+,93-95¢,17,12,5,70.6,-23.47,-399.0,no,KXHURCAT-MELISSA-T5|KXHURCAT-MELISSA-T2|KXHURCAT-JERRY-T3|KXHURCAT-JERRY-T2|KXHURCAT-HUMBERTO-T5
Sports > Football > NFL,KXNFLRECYDS,0-1h,90-92¢,10,5,5,50.0,-40.0,-400.0,no,KXNFLRECYDS-26FEB08SEANE-NETHENDERSON32-10|KXNFLRECYDS-26FEB08SEANE-NEAHOOPER81-10|KXNFLRECYDS-26FEB08SEANE-NERSTEVENSON38-50|KXNFLRECYDS-26FEB08SEANE-NERSTEVENSON38-40|KXNFLRECYDS-26FEB08SEANE-NEHHENRY85-30
Economics > Employment & Fed,KXJOBLESSCLAIMS,24h+,90-92¢,21,15,6,71.4,-19.19,-403.0,no,KXJOBLESSCLAIMS-26FEB05-200000|KXJOBLESSCLAIMS-26JAN22-200000|KXJOBLESSCLAIMS-26JAN15-215000|KXJOBLESSCLAIMS-26JAN08-200000|KXJOBLESSCLAIMS-25DEC31-210000
Mentions > Mentions,KXLATENIGHTMENTION,24h+,90-92¢,10,5,5,50.0,-40.5,-405.0,no,KXLATENIGHTMENTION-26JAN22-TEXA|KXLATENIGHTMENTION-26JAN20-SNL|KXLATENIGHTMENTION-26JAN20-ALBU|KXLATENIGHTMENTION-26JAN14B-THE|KXLATENIGHTMENTION-26JAN14B-ODYS
Sports > Golf > PGA,KXEUROCUPGAME,0-1h,90-92¢,50,41,9,82.0,-8.24,-412.0,no,KXEUROCUPGAME-26FEB111430LIPLIO-LIP|KXEUROCUPGAME-26FEB111400HAPREV-REV|KXEUROCUPGAME-26FEB10ULMATR-ATR|KXEUROCUPGAME-26FEB04REVMAN-REV|KXEUROCUPGAME-26FEB04LIOJLB-LIO
Sports > Soccer > UEFA Champions League,KXUCLTOTAL,1-3h,93-95¢,14,9,5,64.3,-29.64,-415.0,no,KXUCLTOTAL-26JAN28ARSALM-3|KXUCLTOTAL-26JAN28ARSALM-1|KXUCLTOTAL-26JAN28BARFCC-2|KXUCLTOTAL-26JAN28BRUOM-1|KXUCLTOTAL-26JAN28LEVVIL-2
Sports > Hockey > KHL,KXKHLGAME,1-3h,93-95¢,14,9,5,64.3,-30.07,-421.0,no,KXKHLGAME-26FEB10AVTMET-MET|KXKHLGAME-26FEB04NEFSIB-NEF|KXKHLGAME-26FEB04AKBTRA-TRA|KXKHLGAME-26FEB03HKAKUN-HKA|KXKHLGAME-26FEB02NEFSAL-SAL
Sports > Soccer > English Premier League,KXEPLTOTAL,1-3h,90-92¢,31,24,7,77.4,-13.68,-424.0,no,KXEPLTOTAL-26FEB11MCIFUL-3|KXEPLTOTAL-26FEB11MCIFUL-2|KXEPLTOTAL-26FEB10CFCLEE-2|KXEPLTOTAL-26FEB08LFCMCI-3|KXEPLTOTAL-26FEB07ARSSUN-1
Sports > Esports > Valorant,KXVALORANTGAME,1-3h,93-95¢,12,7,5,58.3,-35.5,-426.0,no,KXVALORANTGAME-26FEB08XLGBLG-XLG|KXVALORANTGAME-26FEB06GXTL-TL|KXVALORANTGAME-26FEB06LEVSEN-LEV|KXVALORANTGAME-26FEB04FNCNAVI-FNC|KXVALORANTGAME-26FEB03DRGTYLOO-TYLOO
Crypto > XRP,KXXRP15M,0-1h,93-95¢,12,7,5,58.3,-35.5,-426.0,no,KXXRP15M-26FEB120200-00|KXXRP15M-26FEB112300-00|KXXRP15M-26FEB111945-45|KXXRP15M-26FEB111845-45|KXXRP15M-26FEB111515-15
Mentions > Mentions,KXSURVIVORMENTION,24h+,93-95¢,11,6,5,54.5,-39.09,-430.0,no,KXSURVIVORMENTION-25DEC11-REWA|KXSURVIVORMENTION-25NOV13-REWA|KXSURVIVORMENTION-25OCT30-TRUS|KXSURVIVORMENTION-25OCT30-RISK|KXSURVIVORMENTION-25OCT30-REWA
Sports > Tennis > ATP,KXATPEXACTMATCH,6-12h,90-92¢,7,2,5,28.6,-61.43,-430.0,no,KXATPEXACTMATCH-26JAN26MUSDJO-DJO32|KXATPEXACTMATCH-26JAN26MUSDJO-DJO30|KXATPEXACTMATCH-26JAN24ZVECER-ZVE30|KXATPEXACTMATCH-26JAN23WAWFRI-FRI30|KXATPEXACTMATCH-26JAN22TIADE-TIA32
Mentions > Mentions,KXSNLMENTION,24h+,90-92¢,7,2,5,28.6,-61.71,-432.0,no,KXSNLMENTION-26FEB01-CARD|KXSNLMENTION-26FEB01-FIRS|KXSNLMENTION-26JAN25-NEW|KXSNLMENTION-25NOV16-RUMO|KXSNLMENTION-25NOV09-ZOHR
Sports > Esports > League of Legends,KXLOLTOTALMAPS,1-3h,93-95¢,11,6,5,54.5,-39.82,-438.0,no,KXLOLTOTALMAPS-26FEB11OMGIG-4|KXLOLTOTALMAPS-26FEB05GAMSHG-3|KXLOLTOTALMAPS-26FEB04WEEDG-3|KXLOLTOTALMAPS-26FEB01LNGLGD-3|KXLOLTOTALMAPS-26JAN29WBJDG-3
Sports > Tennis > ATP,KXATPTOTALSETS,12-24h,90-92¢,6,1,5,16.7,-73.33,-440.0,no,KXATPTOTALSETS-26JAN26MUSDJO-4|KXATPTOTALSETS-26JAN24ALCPAU-5|KXATPTOTALSETS-26JAN24MEDTIE-4|KXATPTOTALSETS-26JAN20MUNRUU-4|KXATPTOTALSETS-26JAN20GEAWAW-4
Sports > Football > NFL,KXNFLREC,3-6h,90-92¢,36,28,8,77.8,-12.22,-440.0,no,KXNFLREC-26FEB08SEANE-NEDDOUGLAS3-3|KXNFLREC-26FEB08SEANE-NEDDOUGLAS3-2|KXNFLREC-26FEB08SEANE-NEDDOUGLAS3-1|KXNFLREC-26FEB08SEANE-NEAHOOPER81-5|KXNFLREC-26FEB08SEANE-NEAHOOPER81-2
Sports > Soccer > Serie A,KXSERIEATOTAL,1-3h,90-92¢,17,11,6,64.7,-26.35,-448.0,no,KXSERIEATOTAL-26FEB01TORLEC-1|KXSERIEATOTAL-26FEB01CREINT-2|KXSERIEATOTAL-26FEB01CREINT-1|KXSERIEATOTAL-26JAN25GENBFC-1|KXSERIEATOTAL-26JAN25JUVNAP-1
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,1-3h,96-98¢,18,13,5,72.2,-25.11,-452.0,no,KXNCAAHOCKEYGAME-26FEB07CLGCOR-COR|KXNCAAHOCKEYGAME-26FEB07RPISLU-SLU|KXNCAAHOCKEYGAME-26FEB07MSUMIC-MIC|KXNCAAHOCKEYGAME-26FEB06FERBEM-FER|KXNCAAHOCKEYGAME-26FEB06MAIBU-BU
Sports > Soccer > Ligue 1,KXLIGUE1TOTAL,1-3h,96-98¢,15,10,5,66.7,-30.13,-452.0,no,KXLIGUE1TOTAL-26FEB08PSGOM-1|KXLIGUE1TOTAL-26FEB07RCLREN-1|KXLIGUE1TOTAL-26FEB07FCNOL-1|KXLIGUE1TOTAL-26FEB01NICSTB-1|KXLIGUE1TOTAL-26FEB01TFCAUX-1
Sports > Soccer > Ligue 1,KXLIGUE1TOTAL,0-1h,96-98¢,18,13,5,72.2,-25.11,-452.0,no,KXLIGUE1TOTAL-26FEB08PSGOM-2|KXLIGUE1TOTAL-26FEB01NICSTB-3|KXLIGUE1TOTAL-26JAN31PAROM-3|KXLIGUE1TOTAL-26JAN25FCNNIC-2|KXLIGUE1TOTAL-26JAN25FCMOL-2
Sports > Soccer > Australian A-League,KXALEAGUEGAME,0-1h,90-92¢,56,46,10,82.1,-8.25,-462.0,no,KXALEAGUEGAME-26FEB08ADUNUJ-NUJ|KXALEAGUEGAME-26FEB07BRRCCM-CCM|KXALEAGUEGAME-26FEB06AUCSYD-AUC|KXALEAGUEGAME-26FEB07WESMEL-TIE|KXALEAGUEGAME-26FEB06MACPER-TIE
Entertainment > Music charts,KXSPOTIFYGLOBALD,12-24h,93-95¢,6,1,5,16.7,-77.33,-464.0,no,KXSPOTIFYGLOBALD-26FEB06-NUE|KXSPOTIFYGLOBALD-26FEB06-IJU|KXSPOTIFYGLOBALD-26FEB06-DTM|KXSPOTIFYGLOBALD-26FEB02-THE|KXSPOTIFYGLOBALD-26FEB02-LUS
Sports > Soccer > Japan J League,KXJLEAGUEGAME,0-1h,93-95¢,20,14,6,70.0,-23.45,-469.0,no,KXJLEAGUEGAME-25DEC06SANSHO-TIE|KXJLEAGUEGAME-25DEC06SANSHO-SHO|KXJLEAGUEGAME-25DEC06SANSHO-SAN|KXJLEAGUEGAME-25DEC06KYOVIK-KYO|KXJLEAGUEGAME-25DEC06NGEAVI-TIE
Sports > Football > NFL,KXNFLREC,1-3h,90-92¢,23,16,7,69.6,-20.43,-470.0,no,KXNFLREC-26FEB08SEANE-NEMHOLLINS13-3|KXNFLREC-26FEB08SEANE-SEARSHAHEED22-2|KXNFLREC-26FEB08SEANE-SEAABARNER88-3|KXNFLREC-26JAN25NEDEN-DENRHARVEY12-2|KXNFLREC-26JAN25LASEA-LAJWHITTINGTON88-2
Sports > Soccer > Eredivisie,KXEREDIVISIEGAME,0-1h,90-92¢,54,44,10,81.5,-8.83,-477.0,no,KXEREDIVISIEGAME-26FEB11GAEHEE-HEE|KXEREDIVISIEGAME-26FEB08GAETEL-TIE|KXEREDIVISIEGAME-26FEB08GAETEL-GAE|KXEREDIVISIEGAME-26FEB08GROPSV-PSV|KXEREDIVISIEGAME-26FEB08AZAAJA-TIE
Sports > Esports > League of Legends,KXLOLTOTALMAPS,0-1h,96-98¢,8,3,5,37.5,-59.75,-478.0,no,KXLOLTOTALMAPS-26FEB11LNGWE-5|KXLOLTOTALMAPS-26FEB10OMGEDG-5|KXLOLTOTALMAPS-26FEB08TSWCFO-3|KXLOLTOTALMAPS-26FEB06BLGAL-3|KXLOLTOTALMAPS-26FEB02WBBLG-3
Sports > Soccer > La Liga,KXLALIGASPREAD,1-3h,96-98¢,7,2,5,28.6,-68.43,-479.0,no,KXLALIGASPREAD-26FEB07RSOELC-RSO1|KXLALIGASPREAD-26FEB01RMARVC-RMA1|KXLALIGASPREAD-26FEB01ATHRSO-ATH1|KXLALIGASPREAD-26JAN25BAROVI-BAR1|KXLALIGASPREAD-26JAN18RSOBAR-RSO1
Sports > Football > NFL,KXNFLPASSTDS,3-6h,96-98¢,5,0,5,0.0,-97.4,-487.0,no,KXNFLPASSTDS-26JAN18HOUNE-HOUCSTROUD7-2|KXNFLPASSTDS-26JAN11BUFJAC-BUFJALLEN17-2|KXNFLPASSTDS-26JAN04WASPHI-PHITMCKEE16-2|KXNFLPASSTDS-26JAN04MIANE-NEDMAYE10-3|KXNFLPASSTDS-26JAN04MIANE-NEDMAYE10-2
Climate and Weather > Temperature,KXHIGHTSFO,6-12h,90-92¢,22,15,7,68.2,-22.55,-496.0,no,KXHIGHTSFO-26FEB10-B58.5|KXHIGHTSFO-26FEB09-B63.5|KXHIGHTSFO-26FEB09-B61.5|KXHIGHTSFO-26FEB08-T64|KXHIGHTSFO-26FEB07-B60.5
Mentions > Mentions,KXNCAAMENTION,3-6h,90-92¢,31,23,8,74.2,-16.1,-499.0,no,KXNCAAMENTION-CFBC26-RECR|KXNCAAMENTION-26JAN09OREIND-TURF|KXNCAAMENTION-26JAN08MIAMISS-WIND|KXNCAAMENTION-26JAN08MIAMISS-WILD|KXNCAAMENTION-26JAN08MIAMISS-TURF
Crypto > XRP,KXXRP15M,0-1h,90-92¢,32,24,8,75.0,-15.62,-500.0,no,KXXRP15M-26FEB120130-30|KXXRP15M-26FEB120045-45|KXXRP15M-26FEB120030-30|KXXRP15M-26FEB112315-15|KXXRP15M-26FEB112245-45
Sports > Football > NFL,KXNFLTEAMTOTAL,24h+,90-92¢,30,22,8,73.3,-16.77,-503.0,no,KXNFLTEAMTOTAL-26FEB08SEANE-SEA13|KXNFLTEAMTOTAL-26JAN25LASEA-SEA14|KXNFLTEAMTOTAL-26JAN25LASEA-LA13|KXNFLTEAMTOTAL-26JAN25NEDEN-NE11|KXNFLTEAMTOTAL-26JAN17BUFDEN-DEN11
Entertainment > Movies,KXNETFLIXRANKSHOWRUNNERUP,24h+,90-92¢,11,5,6,45.5,-46.18,-508.0,no,KXNETFLIXRANKSHOWRUNNERUP-26FEB09-LIN|KXNETFLIXRANKSHOWRUNNERUP-26FEB02-HIS|KXNETFLIXRANKSHOWRUNNERUP-26JAN12-HIS|KXNETFLIXRANKSHOWRUNNERUP-26JAN12-RUN|KXNETFLIXRANKSHOWRUNNERUP-26JAN05-TOM
Mentions > Mentions,KXSTARMERMENTION,3-6h,90-92¢,8,2,6,25.0,-65.38,-523.0,no,KXSTARMERMENTION-26FEB05-TRUM|KXSTARMERMENTION-26JAN22-NHS|KXSTARMERMENTION-25DEC18-TRUM|KXSTARMERMENTION-25DEC18-RUSS|KXSTARMERMENTION-25DEC18-CLEA
Mentions > Mentions,KXLEAVITTMENTIONDURATION,3-6h,90-92¢,8,2,6,25.0,-65.5,-524.0,no,KXLEAVITTMENTIONDURATION-JAN0826-34|KXLEAVITTMENTIONDURATION-JAN0226-34|KXLEAVITTMENTIONDURATION-DEC3125-54|KXLEAVITTMENTIONDURATION-DEC3125-49|KXLEAVITTMENTIONDURATION-DEC3125-44
