timestamp,event_name,league,game_id,market_type,outcome_name,implied_prob,clob_buy_price,clob_sell_price,spread,best_bid,best_ask,volume,liquidity,game_score,game_period,game_elapsed,token_id,market_id,event_id
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,,,,,0,1,0,0,0-0,1/3,34m,91198579910017351457221974088460677246284231489350585788891131462470633410282,1425262,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,,,,,0,1,0,0,0-0,1/3,34m,109996027627903702069425779188326652243473002594042808212200043982422808818239,1425262,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4248,0-0,1/3,34m,39434901573105517057691425847932815206358551444340741452711149525087220159765,1422708,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.4248,0-0,1/3,34m,43550149198420557819569330338130553436402120541737423042919757047234499698104,1422708,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.425,0-0,1/3,34m,5214211753400720703309257346710136213216980997521033001203259677503350260018,1422710,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.425,0-0,1/3,34m,94550164970311594120166368388834677826441390874797086946736143867527211463378,1422710,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Xtreme Gaming,0.005,,,,,0.01,121.86,22.2745,0-0,1/3,34m,43192411795652423932317192159769361787837547616161608198722493636080772774768,1422715,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Tundra Esports,0.995,0.99,1.0,-0.010000,,0.01,121.86,22.2745,0-0,1/3,34m,57945022792614886114604962871035569699875364330886123894813860317370849424952,1422715,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Xtreme Gaming,0.5,,,,0.05,0.95,,3.4249,0-0,1/3,34m,19743024963067104172969788082958748971197280424494278965807339023518557273425,1422704,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Tundra Esports,0.5,,,,0.05,0.95,,3.4249,0-0,1/3,34m,87053569631570923321718298272466547898808225461125981895929424109190667414299,1422704,226398
